#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
20.6%	10300	20.59999999999946	-1021.2812127113369	301.5864562988281	-719.6947564125088	93.72742467196447	131	13.478871822357178	0:52
20.7%	10350	20.699999999999406	-1016.6607903480557	340.5794677734375	-676.0813225746182	105.84572265713064	131	13.541978120803833	0:52
20.8%	10400	20.79999999999935	-1008.7502678871182	309.9475402832031	-698.8027276039151	96.32589304796137	131	13.60773777961731	0:52
20.9%	10450	20.899999999999295	-1011.9612053871182	321.9447326660156	-690.0164727211026	100.05439584326243	131	13.673805236816406	0:51
21.0%	10500	20.99999999999924	-1008.6623162269619	330.8281555175781	-677.8341607093838	102.81519736056939	131	13.740017652511597	0:51
21.1%	10550	21.099999999999184	-993.8304070472744	317.488525390625	-676.3418816566494	98.66949004592455	131	13.805646419525146	0:51
21.2%	10600	21.19999999999913	-1015.5736931800869	298.3811340332031	-717.1925591468838	92.73127051806885	131	13.871279954910278	0:51
21.3%	10650	21.299999999999073	-1014.4408806800869	343.15899658203125	-671.2818840980557	106.64739191994751	131	13.937100887298584	0:51
21.4%	10700	21.399999999999018	-1017.1698845863369	318.6372375488281	-698.5326470375088	99.02648827986074	131	14.002837181091309	0:51
21.5%	10750	21.499999999998963	-1016.0039910316494	323.34906005859375	-692.6549309730557	100.49083450671563	131	14.068329811096191	0:51
21.6%	10800	21.599999999998907	-1017.9844597816494	323.6083068847656	-694.3761528968838	100.57140356697671	131	14.133996963500977	0:51
21.7%	10850	21.69999999999885	-1018.0049675941494	310.7984313964844	-707.2065361976651	96.59033407658995	131	14.19951057434082	0:51
21.8%	10900	21.799999999998796	-1006.4984978675869	332.6446838378906	-673.8538140296963	103.37974035562313	131	14.264991283416748	0:51
21.9%	10950	21.89999999999874	-1008.4362420082119	323.19293212890625	-685.2433098793057	100.44231286901159	131	14.330812692642212	0:51
22.0%	11000	21.999999999998685	-1010.3263176918057	276.14404296875	-734.1822747230557	85.82039891181216	131	14.39676570892334	0:51
22.1%	11050	22.09999999999863	-1002.7350701332119	318.7876892089844	-683.9473809242276	99.07324583925889	131	14.46260690689087	0:51
22.2%	11100	22.199999999998575	-1009.2203606605557	364.3592529296875	-644.8611077308682	113.23603470661965	131	14.528699159622192	0:51
22.3%	11150	22.29999999999852	-1016.4165886878994	317.8489685058594	-698.5676201820401	98.78150901834879	131	14.594380378723145	0:51
22.4%	11200	22.399999999998464	-1025.5818718910243	303.0962219238281	-722.4856499671962	94.1966315641642	131	14.660432577133179	0:51
22.5%	11250	22.49999999999841	-1026.7538689613368	340.5016784667969	-686.25219049454	105.82154719690634	131	14.726199388504028	0:50
22.6%	11300	22.599999999998353	-1026.181908512118	304.1022033691406	-722.0797051429774	94.50927176456995	131	14.791890144348145	0:50
22.7%	11350	22.699999999998298	-1012.2658928871182	326.3695373535156	-685.8963555336026	101.4295423041661	131	14.857844829559326	0:50
22.8%	11400	22.799999999998242	-1015.2607048988369	339.26995849609375	-675.9907464027432	105.43875168881945	131	14.924194574356079	0:50
22.9%	11450	22.899999999998187	-1010.9643792152432	301.0517883300781	-709.9125908851651	93.56125987669967	131	14.989995956420898	0:50
23.0%	11500	22.99999999999813	-1025.0158318519618	344.4463195800781	-680.5695122718837	107.04746780799857	131	15.055789232254028	0:50
23.1%	11550	23.099999999998076	-1037.0814446449306	312.478759765625	-724.6026848793056	97.11254867659422	131	15.1215238571167	0:50
23.2%	11600	23.19999999999802	-1019.8875359535244	357.6858215332031	-662.2017144203213	111.16205716069912	131	15.186442375183105	0:50
23.3%	11650	23.299999999997965	-1025.5566033363368	314.9898986816406	-710.5667046546962	97.89296364111266	131	15.254159212112427	0:50
23.4%	11700	23.39999999999791	-1024.690453433993	346.8243103027344	-677.8661431312587	107.78650280666426	131	15.319713830947876	0:50
23.5%	11750	23.499999999997854	-1017.3869866371182	304.86773681640625	-712.5192498207119	94.74718522856637	131	15.385466814041138	0:50
23.6%	11800	23.5999999999978	-1031.2813347816493	324.7574768066406	-706.5238579750087	100.9285440652924	131	15.451070547103882	0:50
23.7%	11850	23.699999999997743	-1033.229027652743	330.0069580078125	-703.2220696449306	102.55998454802486	131	15.51695966720581	0:50
23.8%	11900	23.799999999997688	-1029.7851189613368	298.2242736816406	-731.5608452796962	92.6825212573576	131	15.583244562149048	0:50
23.9%	11950	23.899999999997632	-1028.0611199378993	337.9505310058594	-690.11058893204	105.02869832561893	131	15.648962020874023	0:50
24.0%	12000	23.999999999997577	-1027.7904290199306	318.3470764160156	-709.443352603915	98.9363116318369	131	15.71451997756958	0:49
24.1%	12050	24.09999999999752	-1022.1586541175869	336.5945739746094	-685.5640801429776	104.60729226493372	131	15.7801353931427	0:49
24.2%	12100	24.199999999997466	-1007.5776604652432	307.7961730957031	-699.7814873695401	95.65728840144386	131	15.846472978591919	0:49
24.3%	12150	24.29999999999741	-1011.2448967933682	310.8251647949219	-700.4197319984463	96.5986423163532	131	15.912380456924438	0:49
24.4%	12200	24.399999999997355	-1011.5946892738369	341.134033203125	-670.4606560707119	106.01807121075802	131	15.97885537147522	0:49
24.5%	12250	24.4999999999973	-1022.5276726722744	321.9601135253906	-700.5675591468838	100.05917592641389	131	16.044610738754272	0:49
24.6%	12300	24.599999999997245	-1039.2403801918056	281.5979919433594	-757.6423882484462	87.51538415072463	131	16.110361099243164	0:49
24.7%	12350	24.69999999999719	-1028.6523064613368	321.4322814941406	-707.2200249671962	99.89513561254975	131	16.176421880722046	0:49
24.8%	12400	24.799999999997134	-1009.6803826332119	336.8908996582031	-672.7894829750088	104.69938473993491	131	16.242109537124634	0:49
24.9%	12450	24.89999999999708	-1018.6371087074307	304.9137878417969	-713.7233208656338	94.76149702514482	131	16.307804107666016	0:49
25.0%	12500	24.999999999997023	-1019.5207146644619	351.3308410644531	-668.1898736000088	109.187048201456	131	16.37355136871338	0:49
25.1%	12550	25.099999999996967	-1012.8583611488369	305.04876708984375	-707.8095940589932	94.80344604851561	131	16.43947744369507	0:49
25.2%	12600	25.199999999996912	-1025.5352410316493	321.593505859375	-703.9417351722743	99.94524112701231	131	16.505319356918335	0:49
25.3%	12650	25.299999999996857	-1014.7849358558682	334.64056396484375	-680.1443718910244	104.0000225345679	131	16.571069717407227	0:49
25.4%	12700	25.3999999999968	-1014.4779900550869	293.0650329589844	-721.4129570961026	91.07912582597206	131	16.63704538345337	0:49
25.5%	12750	25.499999999996746	-990.3600090980557	323.75146484375	-666.6085442543057	100.6158943805947	131	16.702868461608887	0:48
25.6%	12800	25.59999999999669	-1003.7267693519619	286.320556640625	-717.4062127113369	88.98306884835196	131	16.768630266189575	0:48
25.7%	12850	25.699999999996635	-1008.1050652503994	323.04705810546875	-685.0580071449307	100.39697795340852	131	16.834669828414917	0:48
25.8%	12900	25.79999999999658	-1003.6468743324307	332.4384765625	-671.2083977699307	103.31565499480097	131	16.897451877593994	0:48
25.9%	12950	25.899999999996524	-991.0430535316494	306.74542236328125	-684.2976311683682	95.3307347447223	131	16.960177898406982	0:48
26.0%	13000	25.99999999999647	-989.4977044105557	333.4433898925781	-656.0543145179776	103.62796324498785	131	17.022923946380615	0:48
26.1%	13050	26.099999999996413	-1019.0738152503994	314.2818603515625	-704.7919548988369	97.67291858318238	131	17.085601806640625	0:48
26.2%	13100	26.199999999996358	-1015.7724846839932	323.2045593261719	-692.5679253578213	100.44592638425108	131	17.15117383003235	0:48
26.3%	13150	26.299999999996302	-1006.0475090980557	328.37225341796875	-677.6752556800869	102.05194896451152	131	17.217020273208618	0:48
26.4%	13200	26.399999999996247	-1005.3881463050869	311.5068359375	-693.8813103675869	96.81049294602383	131	17.28251051902771	0:48
26.5%	13250	26.49999999999619	-1003.0882195472744	312.0672912597656	-691.0209282875088	96.98467196800088	131	17.348130702972412	0:48
26.6%	13300	26.599999999996136	-995.2513054847744	342.31134033203125	-652.9399651527432	106.38395622626744	131	17.41371488571167	0:48
26.7%	13350	26.69999999999608	-994.0250481605557	312.79620361328125	-681.2288445472744	97.2112042816367	131	17.479485988616943	0:48
26.8%	13400	26.799999999996025	-1000.6263054847744	367.7801513671875	-632.8461541175869	114.29918589897134	131	17.545088529586792	0:48
26.9%	13450	26.89999999999597	-1003.8727654457119	315.02630615234375	-688.8464592933682	97.90427840142948	131	17.610915184020996	0:48
27.0%	13500	26.999999999995914	-996.8919304847744	336.0444030761719	-660.8475274086026	104.4363094493496	131	17.676666975021362	0:47
27.1%	13550	27.09999999999586	-1000.1978997230557	309.3568115234375	-690.8410881996182	96.14230560835288	131	17.7424898147583	0:47
27.2%	13600	27.199999999995804	-997.7145623207119	324.53955078125	-673.1750115394619	100.86081673635485	131	17.80834674835205	0:47
27.3%	13650	27.299999999995748	-1000.9451531410244	335.58837890625	-665.3567742347744	104.29458567448421	131	17.87418508529663	0:47
27.4%	13700	27.399999999995693	-986.1986931800869	287.78399658203125	-698.4146965980557	89.43787858534556	131	17.93975281715393	0:47
27.5%	13750	27.499999999995637	-993.0442742347744	335.00909423828125	-658.0351799964932	104.11455484436343	131	18.005440711975098	0:47
27.6%	13800	27.599999999995582	-1003.8656853675869	321.4493103027344	-682.4163750648526	99.90042784746743	131	18.07099151611328	0:47
27.7%	13850	27.699999999995526	-992.3715447425869	327.3472595214844	-665.0242852211026	101.73340005021024	131	18.137157201766968	0:47
27.8%	13900	27.79999999999547	-988.7009514808682	327.06134033203125	-661.6396111488369	101.64454171876983	131	18.20311737060547	0:47
27.9%	13950	27.899999999995416	-988.4856804847744	313.780029296875	-674.7056511878994	97.51695888607426	131	18.269187450408936	0:47
28.0%	14000	27.99999999999536	-978.2034539222744	349.89764404296875	-628.3058098793057	108.74163739780187	131	18.334929943084717	0:47
28.1%	14050	28.099999999995305	-966.9463738441494	302.4595947265625	-664.4867791175869	93.99877974943712	131	18.400793313980103	0:47
28.2%	14100	28.19999999999525	-979.8420647621182	334.1409606933594	-645.7011040687588	103.84475519077337	131	18.466795444488525	0:47
28.3%	14150	28.299999999995194	-985.9492424964932	299.1260070800781	-686.8232354164151	92.9627631164035	131	18.53249955177307	0:47
28.4%	14200	28.39999999999514	-985.1719597816494	335.14263916015625	-650.0293206214932	104.15605810601174	131	18.598289251327515	0:47
28.5%	14250	28.499999999995083	-991.5106438636807	283.58111572265625	-707.9295281410244	88.13170189562715	131	18.66413640975952	0:46
28.6%	14300	28.599999999995028	-996.4845208168057	325.198974609375	-671.2855462074307	101.06575331718142	131	18.73014998435974	0:46
28.7%	14350	28.699999999994972	-974.7858513832119	340.0715637207031	-634.7142876625088	105.68787558592106	131	18.7960205078125	0:46
28.8%	14400	28.799999999994917	-986.0447014808682	312.2086181640625	-673.8360833168057	97.02859372410084	131	18.861578702926636	0:46
28.9%	14450	28.89999999999486	-1004.2587517738369	331.7159423828125	-672.5428093910244	103.09110489818629	131	18.927003622055054	0:46
29.0%	14500	28.999999999994806	-998.0351799964932	304.3417663574219	-693.6934136390713	94.58372345651222	131	18.989874124526978	0:46
29.1%	14550	29.09999999999475	-988.5286492347744	318.74285888671875	-669.7857903480557	99.05931341435911	132	19.052752017974854	0:46
29.2%	14600	29.199999999994695	-993.9594353675869	332.7026062011719	-661.2568291664151	103.3977415417768	132	19.115669012069702	0:46
29.3%	14650	29.29999999999464	-993.6584099769619	294.5590515136719	-699.0993584632901	91.54343882351675	131	19.204355716705322	0:46
29.4%	14700	29.399999999994584	-991.5998162269619	340.8372497558594	-650.7625664711026	105.92583647137732	131	19.270061492919922	0:46
29.5%	14750	29.49999999999453	-977.8066643714932	318.7638244628906	-659.0428399086026	99.06582912294056	131	19.33565068244934	0:46
29.6%	14800	29.599999999994473	-970.0627068519619	320.17529296875	-649.8874138832119	99.50448711071405	131	19.40205478668213	0:46
29.7%	14850	29.699999999994418	-972.6225213050869	330.6197814941406	-642.0027398109463	102.75043861501756	131	19.46797752380371	0:46
29.8%	14900	29.799999999994363	-992.7555779457119	298.208251953125	-694.5473259925869	92.67754200407484	131	19.533613443374634	0:46
29.9%	14950	29.899999999994307	-989.4660271644619	324.21197509765625	-665.2540520668057	100.75901234637928	131	19.59973168373108	0:46
30.0%	15000	29.99999999999425	-990.2262810707119	317.1145935058594	-673.1116875648526	98.55327901645084	131	19.665501594543457	0:46
30.1%	15050	30.099999999994196	-986.1603020668057	336.1935729980469	-649.9667290687588	104.48266866848512	131	19.732089042663574	0:45
30.2%	15100	30.19999999999414	-979.1889885902432	305.28485107421875	-673.9041375160244	94.87681653117363	131	19.798192501068115	0:45
30.3%	15150	30.299999999994085	-991.3199090003994	363.5838317871094	-627.7360772132901	112.99504833202587	131	19.865996837615967	0:45
30.4%	15200	30.39999999999403	-980.5633172035244	314.07806396484375	-666.4852532386807	97.60958248142563	131	19.9316086769104	0:45
30.5%	15250	30.499999999993975	-988.9101799964932	318.5553894042969	-670.3547905921963	99.0010514088048	131	19.997729539871216	0:45
30.6%	15300	30.59999999999392	-986.4316033363369	323.24298095703125	-663.1886223793057	100.45786710783774	131	20.063538074493408	0:45
30.7%	15350	30.699999999993864	-988.3055657386807	309.8020324707031	-678.5035332679776	96.28067194386192	131	20.12941288948059	0:45
30.8%	15400	30.79999999999381	-989.6364373207119	335.10345458984375	-654.5329827308682	104.1438802751259	131	20.19517946243286	0:45
30.9%	15450	30.899999999993753	-976.8637932777432	305.6404724121094	-671.2233208656338	94.98733698546704	131	20.260701656341553	0:45
31.0%	15500	30.999999999993697	-978.0433587074307	342.7833251953125	-635.2600335121182	106.53064028583167	131	20.3265597820282	0:45
31.1%	15550	31.099999999993642	-972.8004387855557	319.06964111328125	-653.7307976722744	99.16087121274356	131	20.392215251922607	0:45
31.2%	15600	31.199999999993587	-973.7096795082119	325.3924560546875	-648.3172234535244	101.12588372825327	131	20.45807456970215	0:45
31.3%	15650	31.29999999999353	-975.0860833168057	285.42987060546875	-689.6562127113369	88.7062603029982	131	20.523794174194336	0:45
31.4%	15700	31.399999999993476	-993.4264763832119	332.55078125	-660.8756951332119	103.35055718924015	131	20.58941650390625	0:45
31.5%	15750	31.49999999999342	-999.2223748207119	329.8195495605469	-669.4028252601651	102.50174151105448	131	20.655115127563477	0:45
31.6%	15800	31.599999999993365	-992.8178338050869	287.59039306640625	-705.2274407386807	89.37771023710584	131	20.720600843429565	0:44
31.7%	15850	31.69999999999331	-993.7735222816494	333.0291748046875	-660.7443474769619	103.49923295011747	131	20.787631273269653	0:44
31.8%	15900	31.799999999993254	-979.7916497230557	314.05975341796875	-665.7318963050869	97.60389190624534	131	20.85325860977173	0:44
31.9%	15950	31.8999999999932	-972.7345208168057	314.6408386230469	-658.0936821937588	97.78448230959219	131	20.918857097625732	0:44
32.0%	16000	31.999999999993143	-984.3620842933682	329.4736022949219	-654.8884819984463	102.39422757731465	131	20.984411239624023	0:44
32.1%	16050	32.099999999993265	-996.1636590003994	296.2210388183594	-699.9426201820401	92.05995336404874	131	21.04989218711853	0:44
32.2%	16100	32.19999999999339	-988.3991326332119	329.46026611328125	-658.9388665199307	102.39008294172501	131	21.1160991191864	0:44
32.3%	16150	32.29999999999351	-991.6493767738369	306.19952392578125	-685.4498528480557	95.1610797300136	131	21.18714189529419	0:44
32.4%	16200	32.39999999999363	-989.6593865394619	338.0437316894531	-651.6156548500088	105.05766335328667	131	21.25353980064392	0:44
32.5%	16250	32.499999999993754	-987.1353997230557	320.4888610839844	-666.6465386390713	99.6019382106767	131	21.32012701034546	0:44
32.6%	16300	32.59999999999388	-1002.5949944496182	314.5997619628906	-687.9952324867276	97.77171645260438	131	21.38638401031494	0:44
32.7%	16350	32.699999999994	-995.7660759925869	347.1113586425781	-648.6547173500088	107.87571205690745	131	21.452241897583008	0:44
32.8%	16400	32.79999999999412	-1000.4509514808682	323.18939208984375	-677.2615593910244	100.44121269114339	131	21.518261432647705	0:44
32.9%	16450	32.89999999999424	-1016.1671380043057	314.64324951171875	-701.5238884925869	97.7852315686576	131	21.584117889404297	0:44
33.0%	16500	32.999999999994365	-1010.4837273597744	320.6494140625	-689.8343132972744	99.65183507071598	131	21.650151014328003	0:44
33.1%	16550	33.09999999999449	-986.8539666175869	322.3203430175781	-664.5336236000088	100.17112850879435	131	21.71600866317749	0:44
33.2%	16600	33.19999999999461	-1003.2620476722744	308.78814697265625	-694.4739006996182	95.96557531183667	131	21.78198766708374	0:43
33.3%	16650	33.29999999999473	-1002.7649163246182	348.13250732421875	-654.6324090003994	108.19306595042087	131	21.847702980041504	0:43
33.4%	16700	33.399999999994854	-996.2069939613369	308.0057067871094	-688.2012871742276	95.72240755009045	131	21.913416862487793	0:43
33.5%	16750	33.49999999999498	-984.2864006996182	329.3127136230469	-654.9736870765713	102.34422639006375	131	21.977309942245483	0:43
33.6%	16800	33.5999999999951	-997.6281365394619	322.1026611328125	-675.5254754066494	100.10347705419252	131	22.040051698684692	0:43
33.7%	16850	33.69999999999522	-989.4343499183682	321.0500183105469	-668.3843316078213	99.77633537136899	131	22.10286569595337	0:43
33.8%	16900	33.79999999999534	-981.3236931800869	311.255859375	-670.0678338050869	96.73249412888585	131	22.165854692459106	0:43
33.9%	16950	33.899999999995465	-990.9777459144619	334.1522521972656	-656.8254937171963	103.84826437880123	131	22.228933572769165	0:43
34.0%	17000	33.99999999999559	-986.3161858558682	316.3209533691406	-669.9952324867276	98.30663051955267	131	22.292094707489014	0:43
34.1%	17050	34.09999999999571	-979.3579949378994	335.9163818359375	-643.4416131019619	104.39652284454732	131	22.3549222946167	0:43
34.2%	17100	34.19999999999583	-958.5688103675869	301.42156982421875	-657.1472405433682	93.67618104246586	131	22.4189670085907	0:43
34.3%	17150	34.299999999995954	-974.8119744300869	354.13067626953125	-620.6812981605557	110.05718456798385	131	22.482022285461426	0:43
34.4%	17200	34.399999999996076	-977.5486687660244	320.8031005859375	-656.7455681800869	99.69959796506264	131	22.546043872833252	0:43
34.5%	17250	34.4999999999962	-981.7860955238369	274.1652526855469	-707.6208428382901	85.205427936369	131	22.612992763519287	0:43
34.6%	17300	34.59999999999632	-975.3438958168057	330.49835205078125	-644.8455437660244	102.7127006172802	131	22.681660652160645	0:42
34.7%	17350	34.69999999999644	-978.4193963050869	296.20684814453125	-682.2125481605557	92.055543168284	131	22.74825167655945	0:42
34.8%	17400	34.799999999996565	-978.9027947425869	339.01043701171875	-639.8923577308682	105.35809726993065	131	22.815266132354736	0:42
34.9%	17450	34.89999999999669	-984.0529412269619	306.1134948730469	-677.9394463539151	95.13434351095815	131	22.881649255752563	0:42
35.0%	17500	34.99999999999681	-988.7260979652432	345.08770751953125	-643.6383904457119	107.24679917227255	131	22.94774627685547	0:42
35.1%	17550	35.09999999999693	-980.1162957191494	309.3422546386719	-670.7740410804776	96.13778160108455	131	23.014406442642212	0:42
35.2%	17600	35.199999999997054	-961.1470574378994	320.5091857910156	-640.6378716468838	99.60825474912684	131	23.08059000968933	0:42
35.3%	17650	35.299999999997176	-975.9043816566494	310.8031005859375	-665.1012810707119	96.59178517326093	131	23.147012948989868	0:42
35.4%	17700	35.3999999999973	-980.4543694496182	314.3954772949219	-666.0588921546963	97.70822860217615	131	23.213722229003906	0:42
35.5%	17750	35.49999999999742	-975.4248894691494	322.264892578125	-653.1599968910244	100.15389555029	131	23.279809713363647	0:42
35.6%	17800	35.59999999999754	-963.9919060707119	309.4955749511719	-654.4963311195401	96.1854306839276	131	23.345622062683105	0:42
35.7%	17850	35.699999999997665	-961.5689934730557	345.5711364746094	-615.9978569984463	107.39703984132447	131	23.411852836608887	0:42
35.8%	17900	35.79999999999779	-975.8086785316494	315.37396240234375	-660.4347161293057	98.01232345551946	131	23.477848052978516	0:42
35.9%	17950	35.89999999999791	-975.8687371253994	317.2096862792969	-658.6590508461026	98.58283207022055	131	23.543723583221436	0:42
36.0%	18000	35.99999999999803	-979.3409050941494	332.7176818847656	-646.6232232093838	103.40242678200859	131	23.60987377166748	0:42
